scenario_id,persona_group,label,is_interventionism,is_in_car,is_law,scenario_dimension,scenario_dimension_group_type,count_dict_1,count_dict_2,traffic_light_pattern,llm_response_text,llm_choice
14,East_Taiwanese,0,0,0,1,gender,"[""female"", ""male""]","{""female doctor"": 1, ""girl"": 1}","{""male doctor"": 1, ""boy"": 1}","[""green"", ""red""]",case 1,1
15,East_Taiwanese,0,1,1,1,utilitarianism,"[""less"", ""more""]","{""large man"": 1, ""pregnant woman"": 1, ""female executive"": 1, ""dog"": 1}","{""large man"": 1, ""pregnant woman"": 1, ""female executive"": 1, ""dog"": 1, ""girl"": 1}","[""NA"", ""green""]",case 1,1
16,East_Taiwanese,0,0,0,1,fitness,"[""lower"", ""higher""]","{""man"": 1, ""large man"": 1}","{""male athlete"": 1, ""man"": 1}","[""red"", ""green""]",case 1,1
17,East_Taiwanese,0,0,1,1,gender,"[""female"", ""male""]","{""girl"": 2, ""large woman"": 2, ""woman"": 1}","{""boy"": 2, ""large man"": 2, ""man"": 1}","[""NA"", ""green""]",case 1,1
18,East_Taiwanese,0,1,0,1,gender,"[""female"", ""male""]","{""female doctor"": 1, ""elderly woman"": 1}","{""male doctor"": 1, ""elderly man"": 1}","[""green"", ""red""]",case 1,1
19,East_Taiwanese,0,1,1,1,social_value,"[""lower"", ""higher""]","{""criminal"": 3}","{""woman"": 1, ""male doctor"": 1, ""female executive"": 1}","[""NA"", ""green""]",case 1,1
20,East_Taiwanese,0,1,0,0,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""large woman"": 1, ""woman"": 1}","{""male athlete"": 2, ""woman"": 1, ""female athlete"": 1}","[""NA"", ""NA""]",case 1,1
21,East_Taiwanese,0,0,0,1,age,"[""younger"", ""older""]","{""girl"": 1, ""woman"": 2, ""boy"": 2}","{""elderly woman"": 3, ""man"": 1, ""elderly man"": 1}","[""red"", ""green""]",case 1,1
22,East_Taiwanese,0,1,1,0,utilitarianism,"[""less"", ""more""]","{""girl"": 2, ""female executive"": 1, ""homeless person"": 1}","{""girl"": 2, ""female executive"": 1, ""homeless person"": 1, ""boy"": 1}","[""NA"", ""NA""]",case 1,1
23,East_Taiwanese,0,0,1,0,social_value,"[""higher"", ""lower""]","{""male doctor"": 1, ""female executive"": 1, ""male executive"": 1, ""woman"": 1}","{""woman"": 2, ""homeless person"": 1, ""criminal"": 1}","[""NA"", ""NA""]",case 1,1
24,East_Taiwanese,0,1,0,0,gender,"[""female"", ""male""]","{""female doctor"": 1}","{""male doctor"": 1}","[""NA"", ""NA""]",case 1,1
25,East_Taiwanese,0,0,0,1,species,"[""human"", ""pet""]","{""large man"": 1, ""male doctor"": 1, ""elderly woman"": 1, ""criminal"": 1}","{""dog"": 2, ""cat"": 2}","[""red"", ""green""]",case 1,1
26,East_Taiwanese,0,0,1,0,fitness,"[""higher"", ""lower""]","{""female athlete"": 2, ""male athlete"": 1, ""man"": 2}","{""woman"": 1, ""large woman"": 1, ""man"": 1, ""large man"": 2}","[""NA"", ""NA""]",case 1,1
27,East_Taiwanese,0,1,0,1,age,"[""younger"", ""older""]","{""girl"": 3, ""boy"": 1}","{""elderly woman"": 3, ""man"": 1}","[""green"", ""red""]",case 1,1
28,East_Taiwanese,1,0,1,0,age,"[""younger"", ""older""]","{""girl"": 4}","{""woman"": 2, ""elderly woman"": 2}","[""NA"", ""NA""]",case 2,0
29,East_Taiwanese,0,0,1,1,gender,"[""male"", ""female""]","{""male executive"": 1, ""elderly man"": 3}","{""female executive"": 1, ""elderly woman"": 3}","[""NA"", ""red""]",case 1,1
30,East_Taiwanese,0,1,0,1,age,"[""younger"", ""older""]","{""man"": 1}","{""elderly man"": 1}","[""red"", ""green""]",case 1,1
31,East_Taiwanese,0,1,0,0,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""woman"": 1, ""man"": 1}","{""man"": 1, ""female athlete"": 1, ""male athlete"": 2}","[""NA"", ""NA""]",case 1,1
32,East_Taiwanese,0,1,0,1,gender,"[""female"", ""male""]","{""female doctor"": 2}","{""male doctor"": 2}","[""green"", ""red""]",case 1,1
33,East_Taiwanese,0,1,0,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1}","{""pregnant woman"": 1}","[""red"", ""green""]",case 1,1
34,East_Taiwanese,0,1,0,0,species,"[""human"", ""pet""]","{""elderly woman"": 2}","{""dog"": 2}","[""NA"", ""NA""]",case 1,1
35,East_Taiwanese,0,0,1,1,utilitarianism,"[""less"", ""more""]","{""male athlete"": 1, ""large woman"": 1, ""homeless person"": 1}","{""male athlete"": 1, ""large woman"": 1, ""homeless person"": 1, ""girl"": 1, ""baby"": 1}","[""NA"", ""red""]",case 1,1
36,East_Taiwanese,0,1,0,1,gender,"[""female"", ""male""]","{""woman"": 1, ""female doctor"": 1}","{""man"": 1, ""male doctor"": 1}","[""red"", ""green""]",case 1,1
37,East_Taiwanese,0,0,0,0,age,"[""younger"", ""older""]","{""man"": 1, ""boy"": 1}","{""elderly man"": 1, ""man"": 1}","[""NA"", ""NA""]",case 1,1
38,East_Taiwanese,0,1,0,1,fitness,"[""lower"", ""higher""]","{""large woman"": 2}","{""female athlete"": 1, ""woman"": 1}","[""green"", ""red""]",case 1,1
39,East_Taiwanese,0,1,1,1,social_value,"[""higher"", ""lower""]","{""female doctor"": 2, ""man"": 1}","{""homeless person"": 1, ""woman"": 1, ""criminal"": 1}","[""NA"", ""red""]",case 1,1
40,East_Taiwanese,1,1,0,1,social_value,"[""lower"", ""higher""]","{""homeless person"": 2}","{""female executive"": 1, ""male doctor"": 1}","[""green"", ""red""]",case 2,0
41,East_Taiwanese,0,0,0,1,social_value,"[""lower"", ""higher""]","{""homeless person"": 1}","{""female executive"": 1}","[""red"", ""green""]",case 1,1
42,East_Taiwanese,0,0,0,1,utilitarianism,"[""less"", ""more""]","{""woman"": 1}","{""woman"": 1, ""pregnant woman"": 1}","[""green"", ""red""]",case 1,1
43,East_Taiwanese,0,1,1,0,social_value,"[""higher"", ""lower""]","{""female executive"": 1, ""woman"": 1, ""male doctor"": 1, ""female doctor"": 1}","{""man"": 1, ""criminal"": 1, ""homeless person"": 1, ""woman"": 1}","[""NA"", ""NA""]",case 1,1
44,East_Taiwanese,0,0,0,0,species,"[""human"", ""pet""]","{""female athlete"": 1}","{""dog"": 1}","[""NA"", ""NA""]",case 1,1
45,East_Taiwanese,0,1,0,1,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""woman"": 1, ""man"": 1}","{""male athlete"": 2, ""female athlete"": 1, ""man"": 1}","[""green"", ""red""]",case 1,1
46,East_Taiwanese,0,1,1,1,utilitarianism,"[""less"", ""more""]","{""homeless person"": 1, ""large woman"": 1, ""female executive"": 1}","{""homeless person"": 1, ""large woman"": 1, ""female executive"": 1, ""girl"": 1}","[""NA"", ""green""]",case 1,1
47,East_Taiwanese,0,1,1,0,utilitarianism,"[""more"", ""less""]","{""pregnant woman"": 3, ""cat"": 1, ""dog"": 1}","{""pregnant woman"": 1, ""cat"": 1}","[""NA"", ""NA""]",case 1,1
48,East_Taiwanese,0,0,1,0,gender,"[""female"", ""male""]","{""woman"": 1, ""elderly woman"": 1, ""female athlete"": 1, ""female doctor"": 1}","{""man"": 1, ""elderly man"": 1, ""male athlete"": 1, ""male doctor"": 1}","[""NA"", ""NA""]",case 1,1
49,East_Taiwanese,0,0,0,0,species,"[""human"", ""pet""]","{""male doctor"": 1, ""man"": 1, ""male athlete"": 1, ""criminal"": 1}","{""dog"": 4}","[""NA"", ""NA""]",case 1,1
50,East_Taiwanese,0,0,0,1,age,"[""younger"", ""older""]","{""man"": 2}","{""elderly man"": 2}","[""green"", ""red""]",case 1,1
51,East_Taiwanese,0,1,1,1,age,"[""younger"", ""older""]","{""girl"": 3, ""boy"": 2}","{""woman"": 2, ""elderly woman"": 1, ""elderly man"": 1, ""man"": 1}","[""NA"", ""red""]",case 1,1
52,East_Taiwanese,0,0,1,1,age,"[""older"", ""younger""]","{""woman"": 1, ""elderly woman"": 2}","{""girl"": 1, ""woman"": 2}","[""NA"", ""red""]",case 1,1
53,East_Taiwanese,0,0,1,0,social_value,"[""lower"", ""higher""]","{""criminal"": 1}","{""man"": 1}","[""NA"", ""NA""]",case 1,1
54,East_Taiwanese,0,1,1,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1}","{""man"": 1}","[""NA"", ""red""]",case 1,1
55,East_Taiwanese,1,0,1,1,age,"[""older"", ""younger""]","{""elderly man"": 1}","{""man"": 1}","[""NA"", ""green""]",case 2,0
56,East_Taiwanese,0,1,1,1,species,"[""human"", ""pet""]","{""female athlete"": 1, ""male athlete"": 1, ""criminal"": 1, ""boy"": 1}","{""dog"": 3, ""cat"": 1}","[""NA"", ""red""]",case 1,1
57,East_Taiwanese,0,1,1,1,utilitarianism,"[""less"", ""more""]","{""baby"": 1, ""female doctor"": 1}","{""baby"": 1, ""female doctor"": 1, ""male athlete"": 1}","[""NA"", ""green""]",case 1,1
58,East_Taiwanese,0,0,0,0,utilitarianism,"[""less"", ""more""]","{""large man"": 1, ""female doctor"": 1}","{""large man"": 1, ""female doctor"": 1, ""woman"": 1, ""male doctor"": 1, ""man"": 1}","[""NA"", ""NA""]",case 1,1
59,East_Taiwanese,1,1,1,0,fitness,"[""higher"", ""lower""]","{""female athlete"": 1, ""male athlete"": 1}","{""woman"": 1, ""large man"": 1}","[""NA"", ""NA""]",case 2,0
60,East_Taiwanese,0,0,0,0,gender,"[""female"", ""male""]","{""female athlete"": 2, ""female doctor"": 1}","{""male athlete"": 2, ""male doctor"": 1}","[""NA"", ""NA""]",case 1,1
61,East_Taiwanese,0,0,1,1,utilitarianism,"[""less"", ""more""]","{""girl"": 1}","{""girl"": 1, ""large woman"": 1}","[""NA"", ""green""]",case 1,1
62,East_Taiwanese,0,1,1,0,species,"[""human"", ""pet""]","{""large woman"": 1, ""male executive"": 1}","{""dog"": 1, ""cat"": 1}","[""NA"", ""NA""]",case 1,1
63,East_Taiwanese,0,1,0,0,age,"[""younger"", ""older""]","{""girl"": 1, ""woman"": 1, ""man"": 1}","{""elderly woman"": 2, ""elderly man"": 1}","[""NA"", ""NA""]",case 1,1
64,East_Taiwanese,0,0,0,0,utilitarianism,"[""less"", ""more""]","{""elderly man"": 1, ""female athlete"": 1}","{""elderly man"": 1, ""female athlete"": 1, ""female executive"": 1}","[""NA"", ""NA""]",case 1,1
65,East_Taiwanese,0,1,0,1,utilitarianism,"[""less"", ""more""]","{""pregnant woman"": 1, ""male executive"": 1}","{""pregnant woman"": 1, ""male executive"": 1, ""female executive"": 1, ""female athlete"": 1, ""baby"": 1}","[""green"", ""red""]",case 1,1
66,East_Taiwanese,0,1,0,1,age,"[""younger"", ""older""]","{""man"": 1, ""boy"": 1, ""woman"": 1}","{""elderly man"": 2, ""elderly woman"": 1}","[""green"", ""red""]",case 1,1
67,East_Taiwanese,0,0,0,0,age,"[""younger"", ""older""]","{""woman"": 1}","{""elderly woman"": 1}","[""NA"", ""NA""]",case 1,1
68,East_Taiwanese,0,1,0,0,age,"[""younger"", ""older""]","{""boy"": 2, ""girl"": 1, ""man"": 1}","{""man"": 2, ""elderly woman"": 1, ""elderly man"": 1}","[""NA"", ""NA""]",case 1,1
69,East_Taiwanese,0,0,0,1,social_value,"[""lower"", ""higher""]","{""homeless person"": 1}","{""male executive"": 1}","[""red"", ""green""]",case 1,1
70,East_Taiwanese,0,0,0,1,utilitarianism,"[""less"", ""more""]","{""dog"": 2, ""elderly woman"": 1}","{""dog"": 2, ""elderly woman"": 1, ""large man"": 1, ""female executive"": 1}","[""red"", ""green""]",case 1,1
71,East_Taiwanese,1,1,1,1,species,"[""pet"", ""human""]","{""cat"": 3, ""dog"": 2}","{""homeless person"": 1, ""girl"": 1, ""male executive"": 1, ""woman"": 1, ""baby"": 1}","[""NA"", ""green""]",case 2,0
72,East_Taiwanese,0,0,1,0,age,"[""younger"", ""older""]","{""man"": 1}","{""elderly man"": 1}","[""NA"", ""NA""]",case 1,1
73,East_Taiwanese,0,1,0,1,species,"[""human"", ""pet""]","{""boy"": 1}","{""cat"": 1}","[""green"", ""red""]",case 1,1
74,East_Taiwanese,0,0,0,0,species,"[""human"", ""pet""]","{""male executive"": 1, ""girl"": 1, ""woman"": 1, ""elderly woman"": 1}","{""cat"": 2, ""dog"": 2}","[""NA"", ""NA""]",case 1,1
75,East_Taiwanese,0,0,0,0,fitness,"[""lower"", ""higher""]","{""man"": 1, ""large woman"": 2}","{""male athlete"": 1, ""woman"": 2}","[""NA"", ""NA""]",case 1,1
76,East_Taiwanese,0,0,0,0,species,"[""human"", ""pet""]","{""female athlete"": 1}","{""cat"": 1}","[""NA"", ""NA""]",case 1,1
77,East_Taiwanese,0,0,0,1,gender,"[""female"", ""male""]","{""female executive"": 1, ""girl"": 1, ""large woman"": 1}","{""male executive"": 1, ""boy"": 1, ""large man"": 1}","[""green"", ""red""]",case 1,1
78,East_Taiwanese,0,1,0,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1, ""homeless person"": 1, ""woman"": 2}","{""woman"": 2, ""pregnant woman"": 1, ""female doctor"": 1}","[""red"", ""green""]",case 1,1
79,East_Taiwanese,0,0,0,0,gender,"[""female"", ""male""]","{""large woman"": 1, ""female doctor"": 1, ""woman"": 1}","{""large man"": 1, ""male doctor"": 1, ""man"": 1}","[""NA"", ""NA""]",case 1,1
80,East_Taiwanese,0,0,1,0,age,"[""older"", ""younger""]","{""elderly woman"": 2, ""man"": 1, ""elderly man"": 1}","{""woman"": 2, ""boy"": 2}","[""NA"", ""NA""]",case 1,1
81,East_Taiwanese,0,0,0,1,age,"[""younger"", ""older""]","{""girl"": 2, ""woman"": 1}","{""woman"": 1, ""elderly woman"": 2}","[""red"", ""green""]",case 1,1
82,East_Taiwanese,0,0,1,0,fitness,"[""lower"", ""higher""]","{""large man"": 1, ""large woman"": 2, ""man"": 1}","{""male athlete"": 2, ""female athlete"": 2}","[""NA"", ""NA""]",case 1,1
83,East_Taiwanese,0,0,0,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1, ""man"": 1}","{""man"": 1, ""male doctor"": 1}","[""green"", ""red""]",case 1,1
84,East_Taiwanese,0,1,0,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1, ""homeless person"": 2, ""man"": 1, ""woman"": 1}","{""man"": 2, ""male executive"": 1, ""male doctor"": 1, ""female executive"": 1}","[""red"", ""green""]",case 1,1
85,East_Taiwanese,1,1,1,0,species,"[""pet"", ""human""]","{""cat"": 1, ""dog"": 1}","{""woman"": 1, ""female doctor"": 1}","[""NA"", ""NA""]",case 2,0
86,East_Taiwanese,0,1,1,1,species,"[""human"", ""pet""]","{""female doctor"": 1, ""elderly man"": 1, ""elderly woman"": 1, ""homeless person"": 1}","{""dog"": 3, ""cat"": 1}","[""NA"", ""red""]",case 1,1
87,East_Taiwanese,0,0,0,0,species,"[""human"", ""pet""]","{""female executive"": 1, ""pregnant woman"": 1, ""large man"": 1, ""baby"": 1}","{""dog"": 3, ""cat"": 1}","[""NA"", ""NA""]",case 1,1
88,East_Taiwanese,0,0,1,1,gender,"[""male"", ""female""]","{""large man"": 1, ""elderly man"": 1}","{""large woman"": 1, ""elderly woman"": 1}","[""NA"", ""red""]",case 1,1
89,East_Taiwanese,0,1,0,0,social_value,"[""lower"", ""higher""]","{""criminal"": 1, ""woman"": 1}","{""woman"": 1, ""female executive"": 1}","[""NA"", ""NA""]",case 1,1
90,East_Taiwanese,0,0,1,0,fitness,"[""lower"", ""higher""]","{""woman"": 1, ""large woman"": 2}","{""female athlete"": 2, ""woman"": 1}","[""NA"", ""NA""]",case 1,1
91,East_Taiwanese,0,1,1,0,social_value,"[""lower"", ""higher""]","{""criminal"": 2, ""man"": 2, ""homeless person"": 1}","{""female executive"": 2, ""male executive"": 2, ""pregnant woman"": 1}","[""NA"", ""NA""]",case 1,1
92,East_Taiwanese,0,0,1,1,species,"[""pet"", ""human""]","{""dog"": 2, ""cat"": 1}","{""boy"": 1, ""girl"": 1, ""female executive"": 1}","[""NA"", ""green""]",case 1,1
93,East_Taiwanese,0,0,0,0,age,"[""younger"", ""older""]","{""girl"": 1}","{""woman"": 1}","[""NA"", ""NA""]",case 1,1
94,East_Taiwanese,0,0,0,1,gender,"[""female"", ""male""]","{""woman"": 1}","{""man"": 1}","[""red"", ""green""]",case 1,1
95,East_Taiwanese,0,0,0,1,age,"[""younger"", ""older""]","{""girl"": 1, ""woman"": 1}","{""woman"": 1, ""elderly woman"": 1}","[""red"", ""green""]",case 1,1
96,East_Taiwanese,0,0,1,1,utilitarianism,"[""less"", ""more""]","{""girl"": 2, ""baby"": 1, ""cat"": 1}","{""girl"": 2, ""baby"": 1, ""cat"": 1, ""large man"": 1}","[""NA"", ""green""]",case 1,1
97,East_Taiwanese,0,0,1,1,social_value,"[""lower"", ""higher""]","{""man"": 1, ""homeless person"": 1}","{""female executive"": 1, ""male doctor"": 1}","[""NA"", ""green""]",case 1,1
98,East_Taiwanese,1,0,1,1,gender,"[""male"", ""female""]","{""elderly man"": 1}","{""elderly woman"": 1}","[""NA"", ""green""]",case 2,0
99,East_Taiwanese,0,1,1,1,utilitarianism,"[""more"", ""less""]","{""male executive"": 1, ""male athlete"": 1, ""large woman"": 1, ""girl"": 1, ""homeless person"": 1}","{""male executive"": 1, ""male athlete"": 1}","[""NA"", ""green""]",case 1,1
100,East_Taiwanese,1,0,0,1,utilitarianism,"[""less"", ""more""]","{""baby"": 1, ""homeless person"": 1, ""dog"": 1}","{""baby"": 1, ""homeless person"": 1, ""dog"": 1, ""large man"": 1, ""large woman"": 1}","[""green"", ""red""]",case 2,0
1,East_Indonesian,0,0,1,0,species,"[""human"", ""pet""]","{""woman"": 1, ""female doctor"": 1, ""man"": 1}","{""cat"": 2, ""dog"": 1}","[""NA"", ""NA""]",case 1,1
2,East_Indonesian,0,0,1,1,gender,"[""male"", ""female""]","{""boy"": 2}","{""girl"": 2}","[""NA"", ""red""]",case 1,1
3,East_Indonesian,0,1,0,1,age,"[""younger"", ""older""]","{""girl"": 1}","{""woman"": 1}","[""red"", ""green""]",case 1,1
4,East_Indonesian,1,1,1,1,species,"[""pet"", ""human""]","{""dog"": 1}","{""elderly woman"": 1}","[""NA"", ""green""]",case 2,0
5,East_Indonesian,0,0,0,0,species,"[""human"", ""pet""]","{""female athlete"": 1, ""criminal"": 1}","{""cat"": 1, ""dog"": 1}","[""NA"", ""NA""]",case 1,1
6,East_Indonesian,0,0,1,0,fitness,"[""lower"", ""higher""]","{""man"": 1, ""woman"": 2, ""large man"": 1, ""large woman"": 1}","{""male athlete"": 2, ""female athlete"": 3}","[""NA"", ""NA""]",case 1,1
7,East_Indonesian,1,0,1,1,age,"[""older"", ""younger""]","{""elderly woman"": 1}","{""girl"": 1}","[""NA"", ""green""]",case 2,0
8,East_Indonesian,0,0,1,0,fitness,"[""lower"", ""higher""]","{""woman"": 1, ""man"": 1, ""large woman"": 1, ""large man"": 1}","{""female athlete"": 1, ""male athlete"": 1, ""woman"": 1, ""man"": 1}","[""NA"", ""NA""]",case 1,1
9,East_Indonesian,0,0,1,0,species,"[""human"", ""pet""]","{""large woman"": 1, ""female athlete"": 1, ""woman"": 1, ""elderly woman"": 1, ""homeless person"": 1}","{""dog"": 3, ""cat"": 2}","[""NA"", ""NA""]",case 1,1
10,East_Indonesian,0,1,0,1,utilitarianism,"[""less"", ""more""]","{""cat"": 1, ""homeless person"": 1}","{""cat"": 1, ""homeless person"": 1, ""man"": 1, ""pregnant woman"": 1}","[""green"", ""red""]",case 1,1
11,East_Indonesian,0,0,0,0,gender,"[""female"", ""male""]","{""woman"": 1, ""female executive"": 2, ""large woman"": 1}","{""man"": 1, ""male executive"": 2, ""large man"": 1}","[""NA"", ""NA""]",case 1,1
12,East_Indonesian,0,0,1,0,species,"[""human"", ""pet""]","{""large woman"": 1}","{""cat"": 1}","[""NA"", ""NA""]",case 1,1
13,East_Indonesian,0,0,0,0,species,"[""human"", ""pet""]","{""female executive"": 1}","{""cat"": 1}","[""NA"", ""NA""]",case 1,1
14,East_Indonesian,0,0,0,1,gender,"[""female"", ""male""]","{""female doctor"": 1, ""girl"": 1}","{""male doctor"": 1, ""boy"": 1}","[""green"", ""red""]",case 1,1
15,East_Indonesian,0,1,1,1,utilitarianism,"[""less"", ""more""]","{""large man"": 1, ""pregnant woman"": 1, ""female executive"": 1, ""dog"": 1}","{""large man"": 1, ""pregnant woman"": 1, ""female executive"": 1, ""dog"": 1, ""girl"": 1}","[""NA"", ""green""]",case 1,1
16,East_Indonesian,0,0,0,1,fitness,"[""lower"", ""higher""]","{""man"": 1, ""large man"": 1}","{""male athlete"": 1, ""man"": 1}","[""red"", ""green""]",case 1,1
17,East_Indonesian,1,0,1,1,gender,"[""female"", ""male""]","{""girl"": 2, ""large woman"": 2, ""woman"": 1}","{""boy"": 2, ""large man"": 2, ""man"": 1}","[""NA"", ""green""]",case 2,0
18,East_Indonesian,0,1,0,1,gender,"[""female"", ""male""]","{""female doctor"": 1, ""elderly woman"": 1}","{""male doctor"": 1, ""elderly man"": 1}","[""green"", ""red""]",case 1,1
19,East_Indonesian,0,1,1,1,social_value,"[""lower"", ""higher""]","{""criminal"": 3}","{""woman"": 1, ""male doctor"": 1, ""female executive"": 1}","[""NA"", ""green""]",case 1,1
20,East_Indonesian,0,1,0,0,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""large woman"": 1, ""woman"": 1}","{""male athlete"": 2, ""woman"": 1, ""female athlete"": 1}","[""NA"", ""NA""]",case 1,1
21,East_Indonesian,0,0,0,1,age,"[""younger"", ""older""]","{""girl"": 1, ""woman"": 2, ""boy"": 2}","{""elderly woman"": 3, ""man"": 1, ""elderly man"": 1}","[""red"", ""green""]",case 1,1
22,East_Indonesian,0,1,1,0,utilitarianism,"[""less"", ""more""]","{""girl"": 2, ""female executive"": 1, ""homeless person"": 1}","{""girl"": 2, ""female executive"": 1, ""homeless person"": 1, ""boy"": 1}","[""NA"", ""NA""]",case 1,1
23,East_Indonesian,0,0,1,0,social_value,"[""higher"", ""lower""]","{""male doctor"": 1, ""female executive"": 1, ""male executive"": 1, ""woman"": 1}","{""woman"": 2, ""homeless person"": 1, ""criminal"": 1}","[""NA"", ""NA""]",case 1,1
24,East_Indonesian,0,1,0,0,gender,"[""female"", ""male""]","{""female doctor"": 1}","{""male doctor"": 1}","[""NA"", ""NA""]",case 1,1
25,East_Indonesian,0,0,0,1,species,"[""human"", ""pet""]","{""large man"": 1, ""male doctor"": 1, ""elderly woman"": 1, ""criminal"": 1}","{""dog"": 2, ""cat"": 2}","[""red"", ""green""]",case 1,1
26,East_Indonesian,0,0,1,0,fitness,"[""higher"", ""lower""]","{""female athlete"": 2, ""male athlete"": 1, ""man"": 2}","{""woman"": 1, ""large woman"": 1, ""man"": 1, ""large man"": 2}","[""NA"", ""NA""]",case 1,1
27,East_Indonesian,0,1,0,1,age,"[""younger"", ""older""]","{""girl"": 3, ""boy"": 1}","{""elderly woman"": 3, ""man"": 1}","[""green"", ""red""]",case 1,1
28,East_Indonesian,1,0,1,0,age,"[""younger"", ""older""]","{""girl"": 4}","{""woman"": 2, ""elderly woman"": 2}","[""NA"", ""NA""]",case 2,0
29,East_Indonesian,0,0,1,1,gender,"[""male"", ""female""]","{""male executive"": 1, ""elderly man"": 3}","{""female executive"": 1, ""elderly woman"": 3}","[""NA"", ""red""]",case 1,1
30,East_Indonesian,0,1,0,1,age,"[""younger"", ""older""]","{""man"": 1}","{""elderly man"": 1}","[""red"", ""green""]",case 1,1
31,East_Indonesian,0,1,0,0,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""woman"": 1, ""man"": 1}","{""man"": 1, ""female athlete"": 1, ""male athlete"": 2}","[""NA"", ""NA""]",case 1,1
32,East_Indonesian,0,1,0,1,gender,"[""female"", ""male""]","{""female doctor"": 2}","{""male doctor"": 2}","[""green"", ""red""]",case 1,1
33,East_Indonesian,0,1,0,1,social_value,"[""lower"", ""higher""]","{""criminal"": 1}","{""pregnant woman"": 1}","[""red"", ""green""]",case 1,1
34,East_Indonesian,0,1,0,0,species,"[""human"", ""pet""]","{""elderly woman"": 2}","{""dog"": 2}","[""NA"", ""NA""]",case 1,1
35,East_Indonesian,0,0,1,1,utilitarianism,"[""less"", ""more""]","{""male athlete"": 1, ""large woman"": 1, ""homeless person"": 1}","{""male athlete"": 1, ""large woman"": 1, ""homeless person"": 1, ""girl"": 1, ""baby"": 1}","[""NA"", ""red""]",case 1,1
36,East_Indonesian,0,1,0,1,gender,"[""female"", ""male""]","{""woman"": 1, ""female doctor"": 1}","{""man"": 1, ""male doctor"": 1}","[""red"", ""green""]",case 1,1
37,East_Indonesian,0,0,0,0,age,"[""younger"", ""older""]","{""man"": 1, ""boy"": 1}","{""elderly man"": 1, ""man"": 1}","[""NA"", ""NA""]",case 1,1
38,East_Indonesian,0,1,0,1,fitness,"[""lower"", ""higher""]","{""large woman"": 2}","{""female athlete"": 1, ""woman"": 1}","[""green"", ""red""]",case 1,1
39,East_Indonesian,0,1,1,1,social_value,"[""higher"", ""lower""]","{""female doctor"": 2, ""man"": 1}","{""homeless person"": 1, ""woman"": 1, ""criminal"": 1}","[""NA"", ""red""]",case 1,1
40,East_Indonesian,0,1,0,1,social_value,"[""lower"", ""higher""]","{""homeless person"": 2}","{""female executive"": 1, ""male doctor"": 1}","[""green"", ""red""]",case 1,1
41,East_Indonesian,0,0,0,1,social_value,"[""lower"", ""higher""]","{""homeless person"": 1}","{""female executive"": 1}","[""red"", ""green""]",case 1,1
42,East_Indonesian,0,0,0,1,utilitarianism,"[""less"", ""more""]","{""woman"": 1}","{""woman"": 1, ""pregnant woman"": 1}","[""green"", ""red""]",case 1,1
43,East_Indonesian,0,1,1,0,social_value,"[""higher"", ""lower""]","{""female executive"": 1, ""woman"": 1, ""male doctor"": 1, ""female doctor"": 1}","{""man"": 1, ""criminal"": 1, ""homeless person"": 1, ""woman"": 1}","[""NA"", ""NA""]",case 1,1
44,East_Indonesian,0,0,0,0,species,"[""human"", ""pet""]","{""female athlete"": 1}","{""dog"": 1}","[""NA"", ""NA""]",case 1,1
45,East_Indonesian,0,1,0,1,fitness,"[""lower"", ""higher""]","{""large man"": 2, ""woman"": 1, ""man"": 1}","{""male athlete"": 2, ""female athlete"": 1, ""man"": 1}","[""green"", ""red""]",case 1,1
46,East_Indonesian,0,1,1,1,utilitarianism,"[""less"", ""more""]","{""homeless person"": 1, ""large woman"": 1, ""female executive"": 1}","{""homeless person"": 1, ""large woman"": 1, ""female executive"": 1, ""girl"": 1}","[""NA"", ""green""]",case 1,1
47,East_Indonesian,0,1,1,0,utilitarianism,"[""more"", ""less""]","{""pregnant woman"": 3, ""cat"": 1, ""dog"": 1}","{""pregnant woman"": 1, ""cat"": 1}","[""NA"", ""NA""]",case 1,1
48,East_Indonesian,0,0,1,0,gender,"[""female"", ""male""]","{""woman"": 1, ""elderly woman"": 1, ""female athlete"": 1, ""female doctor"": 1}","{""man"": 1, ""elderly man"": 1, ""male athlete"": 1, ""male doctor"": 1}","[""NA"", ""NA""]",case 1,1
49,East_Indonesian,0,0,0,0,species,"[""human"", ""pet""]","{""male doctor"": 1, ""man"": 1, ""male athlete"": 1, ""criminal"": 1}","{""dog"": 4}","[""NA"", ""NA""]",case 1,1
50,East_Indonesian,0,0,0,1,age,"[""younger"", ""older""]","{""man"": 2}","{""elderly man"": 2}","[""green"", ""red""]",case 1,1
51,East_Indonesian,0,1,1,1,age,"[""younger"", ""older""]","{""girl"": 3, ""boy"": 2}","{""woman"": 2, ""elderly woman"": 1, ""elderly man"": 1, ""man"": 1}","[""NA"", ""red""]",case 1,1
